0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0
0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0
0,0,0,7,7,5,5,5,5,7,7,0,0,0,4,4,4,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0
0,0,7,5,5,5,5,5,5,5,5,7,0,4,4,4,4,4,0,0,0,4,4,4,4,3,3,4,4,4,4,0,0
0,0,7,5,5,5,5,5,5,5,5,7,0,4,4,4,4,4,0,0,0,4,4,4,4,3,3,4,4,4,4,4,0
0,7,5,5,5,5,5,5,5,5,5,5,7,0,4,4,4,4,0,0,0,4,4,4,4,3,3,4,4,4,4,4,0
0,7,5,5,5,5,7,7,5,5,5,5,7,0,4,4,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0
0,7,7,5,5,7,5,5,7,5,5,7,7,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0
0,7,5,7,7,7,5,5,7,7,7,5,7,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0
0,0,7,5,5,5,7,7,5,5,5,7,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,7,5,5,5,5,5,5,5,5,7,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,7,7,5,5,5,5,7,7,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,0,0,0,0
0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0
--
