0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,18,18,18,18,18,42,42,42,42,42,42,42,16,16,42,42,18,18,18,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,16,16,16,42,42,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,19,19,19,42,42,42,42,42,42,42,42,42,42,16,16,42,42,42,19,19,19,19,19,19,19,19,19
0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,18,18,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,16,16,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,16,16,16,0,0,0,0,0,0,0,0
25,25,25,25,25,25,25,25,42,42,42,42,42,42,42,42,42,42,42,42,16,16,16,16,16,25,25,25,25,25,25,25,25
0,0,0,0,0,0,0,0,42,42,42,16,16,16,42,42,42,42,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0
43,43,43,43,43,43,43,43,42,42,16,16,16,16,16,42,42,16,16,16,16,16,16,16,16,43,43,43,43,43,43,43,43
0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0
44,44,44,44,44,44,44,44,44,16,16,16,42,42,16,16,16,16,16,16,16,16,16,16,44,44,44,44,44,44,44,44,44
0,0,0,0,0,0,0,0,0,0,16,16,42,42,42,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
43,43,43,43,43,43,43,43,43,43,43,16,16,42,42,16,16,16,16,16,16,16,43,43,43,43,43,43,43,43,43,43,43
0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
--
