0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,4,4,4,0,0,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,2,2,2,2,4,0,0,0,0,9,9,9,9,9,9,2,2,3,9,0,0,0,0,0,0,0,0,0,0
0,0,4,4,4,4,4,2,4,4,0,0,0,0,9,9,9,9,9,9,9,2,3,9,0,0,0,0,0,0,0,0,0
0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,9,2,2,9,0,0,0,0,0,0,0,0
0,4,2,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,9,2,4,0,0,0,0,0,0,0,0
0,4,2,4,3,3,3,3,4,4,4,0,0,0,0,0,0,4,4,4,4,4,9,9,9,0,0,0,0,0,4,4,0
0,4,4,4,3,4,4,4,4,4,4,0,0,0,0,0,4,4,4,4,0,0,9,9,9,0,0,0,0,4,4,4,0
0,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4,0,0,0,9,9,9,0,0,0,4,4,4,0,0
0,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,0,0,0,0,9,9,9,0,0,4,4,4,0,0,0
0,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,0,0,0,0,0,9,0,0,4,4,4,0,0,0,0
0,0,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,0,0,2,2,0,0,0,0,4,4,4,0,0,0,0,0
0,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,0,9,3,2,2,0,0,4,4,4,0,0,0,0,0,0
0,0,0,0,4,4,4,4,0,0,0,4,4,4,0,0,0,9,9,3,2,9,9,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,9,9,9,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0
--
