0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,22,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,22,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,16,0,0,0,24,24,0,24,24,24,0,24,24,0,0,0,0,0,16,16,16,16,0,0,0
0,0,0,16,0,0,0,16,0,0,0,0,24,24,0,24,24,24,0,24,24,0,0,0,16,16,16,16,16,16,16,16,0
0,0,16,16,16,16,16,16,16,0,0,0,26,26,0,26,26,26,0,26,26,0,0,16,16,16,16,16,16,16,16,16,16
0,16,16,53,16,16,16,53,16,16,0,0,26,26,0,26,26,26,0,26,26,0,0,16,16,53,53,16,16,53,53,16,16
16,16,16,16,16,16,16,16,16,16,16,0,26,26,0,26,26,26,0,26,26,0,0,16,16,16,16,16,16,16,16,16,16
16,0,16,16,16,16,16,16,16,0,16,0,39,39,0,39,39,39,0,39,39,0,0,0,0,16,16,0,0,16,16,0,0
16,0,16,0,0,0,0,0,16,0,16,39,39,39,0,39,39,39,0,39,39,39,0,0,16,16,0,16,16,0,16,16,0
0,0,0,16,16,0,16,16,0,0,0,39,39,0,0,39,39,39,0,0,39,39,0,16,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,54,54,54,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,54,54,54,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,54,54,0,0,0,54,54,54,54,54,0,0,0,54,54,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,58,58,0,0,0,58,58,58,58,58,0,0,0,58,58,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58,58,58,58,0,0,0,58,58,58,58,58,0,0,0,58,58,58,58,0,0,0,0,0,0,0
0,0,0,0,0,58,58,58,58,0,0,0,0,58,58,58,58,58,58,58,0,0,0,0,58,58,58,58,0,0,0,0,0
0,0,0,0,0,60,60,60,0,0,0,0,60,60,60,60,60,60,60,60,60,0,0,0,0,60,60,60,0,0,0,0,0
--
