17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17
17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,0,0,0,0,0,0,0
0,0,0,0,0,22,22,24,24,24,24,26,26,26,26,26,26,26,26,26,26,26,24,24,24,24,22,22,0,0,0,0,0
0,0,0,22,22,24,24,26,26,26,26,38,38,38,38,38,38,38,38,38,38,38,26,26,26,26,24,24,22,22,0,0,0
0,0,22,24,24,26,26,38,38,38,38,54,54,54,54,54,54,54,54,54,54,54,38,38,38,38,26,26,24,24,22,0,0
0,22,24,26,26,38,38,54,54,54,54,59,59,59,59,59,59,59,59,59,59,59,54,54,54,54,38,38,26,26,24,22,0
0,22,24,26,38,54,54,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,59,59,59,59,54,54,38,26,24,22,0
22,24,26,38,54,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,16,59,59,54,38,26,24,22
22,24,26,38,54,59,17,17,16,0,0,0,0,0,0,0,0,0,0,0,17,17,16,17,17,17,16,59,54,38,26,24,22
0,0,0,0,0,17,17,17,17,17,16,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,16,0,0,0,0,0,0
0,0,0,0,0,17,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,0,0,0,0,0,0,0
17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
17,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
--
